deal_id,client_id,client_segment,product_type,currency_pair,buy_sell,notional,exchange_rate,market_rate_date,request_channel,request_time,quote_time,client_accept_time,limit_check_time,trade_capture_time,confirmation_time,settlement_time,deal_status,manual_processing_flag,manual_steps_count,rework_count,exception_type,rejection_reason,sla_minutes,sla_breach
FXS-0000721,C00728,financial_institution,FX Spot,EUR/NOK,buy,1911000.0,11.571478,2025-09-14,messenger,2025-09-14 09:23:00,2025-09-14 09:32:00,2025-09-14 09:39:10,2025-09-14 09:45:58,2025-09-14 09:57:22,2025-09-14 10:03:31,2025-09-14 10:42:49,rejected,True,4,0,none,insufficient_limit,150,False
FXS-0000722,C00833,large_corporate,FX Spot,EUR/HKD,sell,7389000.0,10.4049,2010-12-31,email,2010-12-31 17:18:00,2010-12-31 17:23:20,2010-12-31 17:30:44,2010-12-31 17:33:22,2010-12-31 17:53:51,2010-12-31 17:57:52,2010-12-31 18:46:35,settled,True,4,0,none,none,180,False
FXS-0000723,C00220,large_corporate,FX Spot,EUR/NOK,sell,666000.0,10.14911,2019-11-06,e_fx_portal,2019-11-06 16:27:00,2019-11-06 16:32:30,2019-11-06 16:50:04,2019-11-06 17:18:48,2019-11-06 17:22:52,2019-11-06 17:46:55,2019-11-06 18:07:29,settled,False,2,0,none,none,180,False
FXS-0000724,C00133,sme,FX Spot,EUR/DKK,sell,32200.0,7.466767,2024-09-21,e_fx_portal,2024-09-21 09:11:00,2024-09-21 09:18:11,2024-09-21 09:38:10,2024-09-21 09:45:53,2024-09-21 09:54:39,2024-09-21 10:15:28,2024-09-21 10:44:25,settled,False,0,0,none,none,360,False
FXS-0000725,C00141,financial_institution,FX Spot,EUR/MXN,sell,2259600.0,22.7743,2018-01-21,messenger,2018-01-21 15:51:00,2018-01-21 15:59:38,2018-01-21 16:10:08,2018-01-21 16:17:55,2018-01-21 16:31:50,2018-01-21 16:42:17,2018-01-21 17:23:22,settled,True,6,0,none,none,150,False
FXS-0000726,C00074,sme,FX Spot,EUR/CZK,buy,147350.0,24.523432,2025-08-07,email,2025-08-07 09:10:00,2025-08-07 09:15:35,2025-08-07 09:40:43,2025-08-07 09:47:08,2025-08-07 10:15:59,2025-08-07 10:35:19,2025-08-07 10:45:17,settled,True,5,0,none,none,360,False
FXS-0000727,C00306,mid_corporate,FX Spot,EUR/CZK,buy,2499000.0,24.417485,2023-12-11,email,2023-12-11 15:12:00,2023-12-11 15:20:50,2023-12-11 15:30:02,2023-12-11 15:35:11,2023-12-11 17:42:04,2023-12-11 17:54:41,2023-12-11 19:04:27,settled,False,2,1,incomplete_ssi,none,240,False
FXS-0000728,C00865,large_corporate,FX Spot,EUR/ZAR,sell,2940000.0,16.6612,2022-06-24,e_fx_portal,2022-06-24 08:52:00,2022-06-24 08:52:23,2022-06-24 09:03:17,2022-06-24 09:30:41,2022-06-24 09:49:21,2022-06-24 09:54:51,2022-06-24 10:39:30,settled,False,1,0,none,none,180,False
FXS-0000729,C00247,sme,FX Spot,EUR/AUD,sell,579250.0,1.5992,2005-07-18,messenger,2005-07-18 12:52:00,2005-07-18 12:58:15,2005-07-18 13:05:40,2005-07-18 13:23:36,2005-07-18 13:32:39,2005-07-18 13:36:56,2005-07-18 13:48:07,settled,False,0,0,none,none,360,False
FXS-0000730,C00030,large_corporate,FX Spot,EUR/CHF,sell,1392000.0,1.4631,2010-03-05,messenger,2010-03-05 14:34:00,2010-03-05 14:39:30,2010-03-05 14:46:44,2010-03-05 14:53:02,2010-03-05 15:01:47,2010-03-05 15:04:52,2010-03-05 15:55:50,settled,False,0,0,none,none,180,False
FXS-0000731,C00161,large_corporate,FX Spot,EUR/CAD,buy,540000.0,1.617735,2025-08-16,phone,2025-08-16 15:17:00,2025-08-16 15:26:14,2025-08-16 15:31:14,2025-08-16 15:35:06,2025-08-16 15:56:13,2025-08-16 16:04:26,2025-08-16 17:06:07,settled,True,7,0,none,none,180,False
FXS-0000732,C00065,sme,FX Spot,EUR/ZAR,sell,1154650.0,19.061233,2024-10-12,phone,2024-10-12 12:11:00,2024-10-12 12:11:31,2024-10-12 12:16:53,2024-10-12 14:23:05,2024-10-12 16:07:18,2024-10-12 16:28:13,2024-10-12 17:04:17,settled,False,1,1,limit_delay,none,360,False
FXS-0000733,C00382,mid_corporate,FX Spot,EUR/SGD,buy,370000.0,1.4197,2022-11-11,email,2022-11-11 17:12:00,2022-11-11 17:31:31,2022-11-11 17:34:30,2022-11-11 17:43:02,2022-11-11 18:34:34,2022-11-11 18:44:16,2022-11-11 20:03:19,settled,True,6,1,manual_reentry_error,none,240,False
FXS-0000734,C00122,sme,FX Spot,EUR/HKD,buy,537600.0,7.9899,2022-07-06,e_fx_portal,2022-07-06 15:44:00,2022-07-06 16:02:16,2022-07-06 16:15:06,2022-07-06 16:38:15,2022-07-06 17:05:47,2022-07-06 17:23:19,2022-07-06 17:56:14,settled,True,5,1,none,none,360,False
FXS-0000735,C00900,large_corporate,FX Spot,EUR/GBP,buy,1434000.0,0.73267,2015-03-26,e_fx_portal,2015-03-26 10:04:00,2015-03-26 10:14:02,2015-03-26 10:27:37,2015-03-26 10:50:22,2015-03-26 14:02:09,2015-03-26 14:37:19,2015-03-26 14:52:40,settled,False,5,3,manual_reentry_error,none,180,True
FXS-0000736,C00887,sme,FX Spot,EUR/CHF,sell,543900.0,1.14286,2018-11-08,e_fx_portal,2018-11-08 14:42:00,2018-11-08 14:53:24,2018-11-08 15:09:56,2018-11-08 16:52:34,2018-11-08 16:59:09,2018-11-08 17:18:14,2018-11-08 17:29:03,settled,False,0,0,limit_delay,none,360,False
FXS-0000737,C00396,mid_corporate,FX Spot,EUR/ZAR,sell,1032000.0,19.1941,2020-07-08,phone,2020-07-08 15:18:00,2020-07-08 15:37:33,2020-07-08 15:46:18,2020-07-08 15:49:26,2020-07-08 16:09:03,2020-07-08 17:05:59,2020-07-08 17:26:56,settled,True,4,1,none,none,240,False
FXS-0000738,C00569,mid_corporate,FX Spot,EUR/JPY,buy,845000.0,110.483,2011-01-19,messenger,2011-01-19 11:20:00,2011-01-19 11:40:17,2011-01-19 11:52:58,2011-01-19 12:00:10,2011-01-19 12:23:12,2011-01-19 12:28:30,2011-01-19 13:21:39,settled,True,5,0,none,none,240,False
FXS-0000739,C00449,sme,FX Spot,EUR/HKD,sell,410550.0,12.2152,2008-06-09,email,2008-06-09 15:22:00,2008-06-09 15:29:10,2008-06-09 15:42:09,2008-06-09 15:50:07,2008-06-09 15:54:21,2008-06-09 15:56:14,2008-06-09 16:47:14,settled,False,1,0,none,none,360,False
FXS-0000740,C00225,mid_corporate,FX Spot,EUR/DKK,buy,553000.0,7.43613,2021-07-08,phone,2021-07-08 16:59:00,2021-07-08 17:04:09,2021-07-08 17:13:47,2021-07-08 17:21:41,2021-07-08 17:49:24,2021-07-08 18:08:41,2021-07-08 19:27:40,settled,True,6,0,none,none,240,False
FXS-0000741,C00581,mid_corporate,FX Spot,EUR/CAD,buy,103000.0,1.508106,2024-10-30,phone,2024-10-30 16:10:00,2024-10-30 16:21:34,2024-10-30 16:27:42,2024-10-30 16:36:03,2024-10-30 16:53:35,2024-10-30 17:15:53,2024-10-30 17:44:15,settled,True,4,0,none,none,240,False
FXS-0000742,C00058,mid_corporate,FX Spot,EUR/CNY,buy,1017000.0,6.8142,2022-07-15,phone,2022-07-15 15:37:00,2022-07-15 15:46:39,2022-07-15 16:45:34,2022-07-15 16:57:21,2022-07-15 18:09:13,2022-07-15 20:05:06,2022-07-15 20:13:40,settled,True,6,1,late_confirmation,none,240,True
FXS-0000743,C00914,financial_institution,FX Spot,EUR/SGD,buy,11436600.0,1.4972,2015-06-23,e_fx_portal,2015-06-23 14:20:00,2015-06-23 14:28:19,2015-06-23 15:02:03,2015-06-23 15:06:50,2015-06-23 15:12:19,2015-06-23 15:35:39,2015-06-23 16:04:34,settled,False,2,0,none,none,150,False
FXS-0000744,C00756,sme,FX Spot,EUR/CZK,buy,242550.0,25.5113,2019-10-30,e_fx_portal,2019-10-30 10:42:00,2019-10-30 10:42:45,2019-10-30 12:18:51,2019-10-30 12:26:29,2019-10-30 12:34:36,2019-10-30 14:31:50,2019-10-30 15:10:50,settled,False,1,0,late_confirmation,none,360,False
FXS-0000745,C00196,mid_corporate,FX Spot,EUR/CZK,buy,509000.0,24.6228,2022-09-22,email,2022-09-22 15:57:00,2022-09-22 16:12:26,2022-09-22 16:21:21,2022-09-22 16:24:30,2022-09-22 17:15:51,2022-09-22 17:28:36,2022-09-22 18:19:45,settled,True,5,0,none,none,240,False
FXS-0000746,C00479,large_corporate,FX Spot,EUR/JPY,sell,2955000.0,145.79,2006-06-23,email,2006-06-23 11:38:00,2006-06-23 11:58:10,2006-06-23 12:04:07,2006-06-23 12:17:27,2006-06-23 12:40:05,2006-06-23 13:03:10,2006-06-23 13:27:30,settled,True,7,1,none,none,180,False
FXS-0000747,C00566,large_corporate,FX Spot,EUR/AUD,sell,6747000.0,1.59655,2019-03-05,phone,2019-03-05 13:19:00,2019-03-05 13:42:19,2019-03-05 14:21:08,2019-03-05 16:52:59,2019-03-05 17:26:13,2019-03-05 17:37:21,2019-03-05 17:59:57,settled,True,4,0,limit_delay,none,180,True
FXS-0000748,C00285,sme,FX Spot,EUR/ZAR,sell,184800.0,20.399871,2023-12-24,e_fx_portal,2023-12-24 11:08:00,2023-12-24 11:11:00,2023-12-24 11:28:23,2023-12-24 11:29:31,2023-12-24 12:11:04,2023-12-24 12:35:41,2023-12-24 13:32:35,settled,False,1,1,incomplete_ssi,none,360,False
FXS-0000749,C00526,sme,FX Spot,EUR/AUD,buy,45850.0,1.68814,2023-08-22,phone,2023-08-22 11:07:00,2023-08-22 11:09:31,2023-08-22 11:15:45,2023-08-22 11:20:28,2023-08-22 11:22:50,2023-08-22 11:41:21,2023-08-22 13:57:41,settled,False,1,0,settlement_fail,none,360,False
FXS-0000750,C00346,sme,FX Spot,EUR/NOK,buy,306250.0,9.1657,2016-08-14,phone,2016-08-14 09:34:00,2016-08-14 09:38:22,2016-08-14 10:10:03,2016-08-14 10:12:38,2016-08-14 10:38:47,2016-08-14 10:52:47,2016-08-14 10:59:57,settled,True,4,0,none,none,360,False
FXS-0000751,C00316,large_corporate,FX Spot,EUR/USD,buy,3327000.0,1.2739,2004-11-02,email,2004-11-02 17:36:00,2004-11-02 17:45:15,2004-11-02 17:57:44,2004-11-02 18:14:06,2004-11-02 19:20:09,2004-11-02 19:31:26,2004-11-02 19:52:33,settled,False,1,1,none,none,180,False
FXS-0000752,C00381,mid_corporate,FX Spot,EUR/CAD,buy,891000.0,1.31572,2022-08-10,e_fx_portal,2022-08-10 09:28:00,2022-08-10 09:32:55,2022-08-10 09:49:10,2022-08-10 09:58:18,2022-08-10 10:12:38,2022-08-10 10:40:35,2022-08-10 11:03:16,settled,False,1,1,none,none,240,False
FXS-0000753,C00802,financial_institution,FX Spot,EUR/ZAR,sell,1734600.0,17.0639,2022-09-02,phone,2022-09-02 08:51:00,2022-09-02 08:56:08,2022-09-02 09:17:33,2022-09-02 09:24:17,2022-09-02 11:28:09,2022-09-02 11:56:06,2022-09-02 12:31:15,settled,False,2,1,none,none,150,True
FXS-0000754,C00393,financial_institution,FX Spot,EUR/DKK,buy,4502400.0,7.458271,2024-12-15,phone,2024-12-15 17:21:00,2024-12-15 17:24:41,2024-12-15 17:37:09,2024-12-15 17:42:41,2024-12-15 17:45:28,2024-12-15 18:01:07,2024-12-15 18:38:00,settled,False,2,0,none,none,150,False
FXS-0000755,C00243,large_corporate,FX Spot,EUR/USD,sell,1677000.0,0.98814,2022-10-31,phone,2022-10-31 13:33:00,2022-10-31 13:42:34,2022-10-31 13:45:50,2022-10-31 16:05:17,2022-10-31 16:19:40,2022-10-31 16:31:19,2022-10-31 16:53:06,settled,False,1,0,limit_delay,none,180,True
FXS-0000756,C00361,mid_corporate,FX Spot,EUR/HKD,sell,441000.0,9.144395,2025-10-02,email,2025-10-02 12:22:00,2025-10-02 12:28:03,2025-10-02 12:32:51,2025-10-02 12:40:38,2025-10-02 13:10:06,2025-10-02 13:33:27,2025-10-02 14:01:27,settled,False,2,1,none,none,240,False
FXS-0000757,C00100,large_corporate,FX Spot,EUR/PLN,buy,1575000.0,4.2766,2018-06-07,email,2018-06-07 15:22:00,2018-06-07 15:23:44,2018-06-07 15:30:46,2018-06-07 15:37:06,2018-06-07 16:08:19,2018-06-07 16:32:54,2018-06-07 17:01:26,settled,False,2,1,manual_reentry_error,none,180,False
FXS-0000758,C00804,mid_corporate,FX Spot,EUR/AUD,sell,890000.0,1.65195,2024-12-15,email,2024-12-15 11:49:00,2024-12-15 12:04:12,2024-12-15 12:22:11,2024-12-15 13:45:57,2024-12-15 14:01:41,2024-12-15 14:16:50,2024-12-15 15:10:08,settled,True,5,0,limit_delay,none,240,False
FXS-0000759,C00159,large_corporate,FX Spot,EUR/TRY,buy,3021000.0,3.278,2015-10-15,e_fx_portal,2015-10-15 09:16:00,2015-10-15 09:32:18,2015-10-15 09:58:04,2015-10-15 10:07:52,2015-10-15 10:14:00,2015-10-15 10:21:40,2015-10-15 10:28:35,settled,False,2,0,none,none,180,False
FXS-0000760,C00359,large_corporate,FX Spot,EUR/NOK,sell,1212000.0,11.28448,2023-07-16,email,2023-07-16 15:17:00,2023-07-16 15:34:16,2023-07-16 15:48:49,2023-07-16 15:52:05,2023-07-16 16:21:49,2023-07-16 16:40:07,2023-07-16 17:04:20,settled,True,4,0,none,none,180,False
FXS-0000761,C00738,large_corporate,FX Spot,EUR/SGD,sell,2751000.0,1.5384,2016-05-24,email,2016-05-24 09:45:00,2016-05-24 09:55:28,2016-05-24 10:16:10,2016-05-24 11:50:30,2016-05-24 12:21:03,2016-05-24 12:44:21,2016-05-24 13:01:10,settled,True,3,0,limit_delay,none,180,True
FXS-0000762,C00749,sme,FX Spot,EUR/NZD,buy,396200.0,2.060287,2025-11-16,messenger,2025-11-16 13:31:00,2025-11-16 13:44:16,2025-11-16 13:51:16,2025-11-16 14:00:19,2025-11-16 14:03:57,2025-11-16 14:25:32,2025-11-16 14:30:54,settled,False,0,0,none,none,360,False
FXS-0000763,C00899,financial_institution,FX Spot,EUR/NZD,buy,5817000.0,1.5756,2013-05-14,phone,2013-05-14 17:29:00,2013-05-14 17:42:07,2013-05-14 17:51:13,2013-05-14 17:52:07,2013-05-14 18:01:46,2013-05-14 18:31:00,2013-05-14 19:01:35,settled,True,3,0,none,none,150,False
FXS-0000764,C00877,sme,FX Spot,EUR/GBP,buy,444500.0,0.6829,2006-07-27,phone,2006-07-27 17:21:00,2006-07-27 17:32:37,2006-07-27 17:39:13,2006-07-27 17:47:44,2006-07-27 18:15:20,2006-07-27 18:41:51,2006-07-27 19:24:09,settled,True,6,0,none,none,360,False
FXS-0000765,C00808,mid_corporate,FX Spot,EUR/CHF,sell,3263000.0,1.20241,2014-12-26,phone,2014-12-26 11:36:00,2014-12-26 11:51:50,2014-12-26 12:06:21,2014-12-26 12:13:47,2014-12-26 12:27:17,2014-12-26 12:56:15,2014-12-26 13:38:54,settled,True,5,0,none,none,240,False
FXS-0000766,C00350,mid_corporate,FX Spot,EUR/USD,buy,1606000.0,1.1925,2006-03-08,email,2006-03-08 15:48:00,2006-03-08 15:58:50,2006-03-08 16:24:50,2006-03-08 16:40:37,2006-03-08 17:04:31,2006-03-08 18:06:40,2006-03-08 19:32:49,settled,True,7,0,none,none,240,False
FXS-0000767,C00335,mid_corporate,FX Spot,EUR/NZD,sell,7310000.0,1.50692,2016-11-24,email,2016-11-24 14:07:00,2016-11-24 14:09:12,2016-11-24 14:27:47,2016-11-24 14:29:44,2016-11-24 14:56:56,2016-11-24 15:08:41,2016-11-24 15:15:44,settled,True,7,0,none,none,240,False
FXS-0000768,C00499,mid_corporate,FX Spot,EUR/GBP,buy,2389000.0,0.856761,2026-07-04,e_fx_portal,2026-07-04 12:47:00,2026-07-04 12:59:21,2026-07-04 13:06:13,2026-07-04 13:08:26,2026-07-04 14:08:05,2026-07-04 14:19:38,2026-07-04 14:53:59,settled,True,3,0,none,none,240,False
FXS-0000769,C00671,mid_corporate,FX Spot,EUR/USD,sell,2303000.0,1.145043,2026-07-17,phone,2026-07-17 09:23:00,2026-07-17 09:33:36,2026-07-17 09:40:50,2026-07-17 12:14:23,2026-07-17 13:03:29,2026-07-17 13:25:54,2026-07-17 14:00:06,rejected,True,7,0,limit_delay,insufficient_limit,240,True
FXS-0000770,C00924,financial_institution,FX Spot,EUR/CZK,buy,747600.0,25.149718,2025-03-23,e_fx_portal,2025-03-23 11:45:00,2025-03-23 11:56:29,2025-03-23 12:09:29,2025-03-23 12:21:02,2025-03-23 12:27:04,2025-03-23 12:38:15,2025-03-23 13:08:03,settled,False,2,0,none,none,150,False
FXS-0000771,C00921,financial_institution,FX Spot,EUR/SGD,sell,7312200.0,1.60213,2021-07-12,messenger,2021-07-12 14:31:00,2021-07-12 14:35:58,2021-07-12 14:46:06,2021-07-12 14:55:07,2021-07-12 15:15:48,2021-07-12 15:25:08,2021-07-12 15:50:48,settled,True,4,0,none,none,150,False
FXS-0000772,C00390,sme,FX Spot,EUR/GBP,sell,679350.0,0.8953,2009-05-08,email,2009-05-08 17:51:00,2009-05-08 17:55:59,2009-05-08 17:59:31,2009-05-08 18:01:11,2009-05-08 18:06:58,2009-05-08 18:12:02,2009-05-08 19:02:40,settled,False,2,0,none,none,360,False
FXS-0000773,C00353,large_corporate,FX Spot,EUR/CAD,buy,2079000.0,1.3528,2011-12-06,e_fx_portal,2011-12-06 08:02:00,2011-12-06 08:06:31,2011-12-06 08:13:36,2011-12-06 08:16:34,2011-12-06 08:34:27,2011-12-06 09:12:47,2011-12-06 09:24:41,settled,True,6,0,none,none,180,False
FXS-0000774,C00767,mid_corporate,FX Spot,EUR/SGD,buy,69000.0,1.6152,2018-03-20,email,2018-03-20 15:10:00,2018-03-20 15:12:01,2018-03-20 15:32:06,2018-03-20 15:35:21,2018-03-20 16:03:07,2018-03-20 16:21:08,2018-03-20 16:50:42,settled,False,1,1,none,none,240,False
FXS-0000775,C00861,large_corporate,FX Spot,EUR/NOK,sell,150000.0,11.328751,2024-01-02,phone,2024-01-02 16:27:00,2024-01-02 16:31:26,2024-01-02 16:36:09,2024-01-02 16:47:52,2024-01-02 17:16:32,2024-01-02 17:34:34,2024-01-02 18:13:43,settled,True,6,1,none,none,180,False
FXS-0000776,C00312,large_corporate,FX Spot,EUR/MXN,sell,1587000.0,21.397037,2025-11-06,e_fx_portal,2025-11-06 17:30:00,2025-11-06 17:33:55,2025-11-06 17:43:58,2025-11-06 17:53:00,2025-11-06 18:03:30,2025-11-06 18:33:04,2025-11-06 19:44:10,settled,False,4,2,incomplete_ssi,none,180,False
FXS-0000777,C00939,mid_corporate,FX Spot,EUR/SEK,sell,393000.0,11.582123,2024-04-06,email,2024-04-06 12:14:00,2024-04-06 12:15:41,2024-04-06 12:37:10,2024-04-06 12:43:02,2024-04-06 12:53:07,2024-04-06 13:10:36,2024-04-06 13:54:36,settled,False,1,0,none,none,240,False
FXS-0000778,C00887,mid_corporate,FX Spot,EUR/SEK,buy,131000.0,11.022815,2025-10-09,messenger,2025-10-09 09:11:00,2025-10-09 09:15:00,2025-10-09 09:25:36,2025-10-09 09:32:19,2025-10-09 09:58:43,2025-10-09 10:09:00,2025-10-09 10:18:21,settled,False,2,1,manual_reentry_error,none,240,False
FXS-0000779,C00572,financial_institution,FX Spot,EUR/DKK,sell,4779600.0,7.466747,2025-10-09,e_fx_portal,2025-10-09 10:42:00,2025-10-09 10:46:09,2025-10-09 10:50:30,2025-10-09 10:53:37,2025-10-09 10:54:52,2025-10-09 11:05:30,2025-10-09 11:48:59,settled,False,1,0,none,none,150,False
FXS-0000780,C00268,large_corporate,FX Spot,EUR/GBP,sell,594000.0,0.87138,2023-10-19,phone,2023-10-19 16:30:00,2023-10-19 16:43:41,2023-10-19 16:55:56,2023-10-19 17:10:32,2023-10-19 17:27:23,2023-10-19 17:37:14,2023-10-19 18:11:29,settled,True,5,0,none,none,180,False
FXS-0000781,C00199,sme,FX Spot,EUR/CHF,sell,37450.0,1.08935,2015-10-14,email,2015-10-14 16:46:00,2015-10-14 16:47:44,2015-10-14 16:50:29,2015-10-14 16:57:38,2015-10-14 18:28:34,2015-10-14 18:39:30,2015-10-14 19:34:18,settled,False,3,2,manual_reentry_error,none,360,False
FXS-0000782,C00769,sme,FX Spot,EUR/CAD,buy,2738750.0,1.50236,2019-05-30,e_fx_portal,2019-05-30 14:22:00,2019-05-30 14:42:06,2019-05-30 14:45:12,2019-05-30 14:52:56,2019-05-30 15:00:36,2019-05-30 15:09:22,2019-05-30 15:46:59,settled,False,3,1,manual_reentry_error,none,360,False
FXS-0000783,C00324,mid_corporate,FX Spot,EUR/CAD,buy,1303000.0,1.3117,2012-03-07,phone,2012-03-07 09:13:00,2012-03-07 09:20:01,2012-03-07 09:40:29,2012-03-07 09:56:54,2012-03-07 10:06:42,2012-03-07 10:24:08,2012-03-07 10:58:39,settled,False,0,0,none,none,240,False
FXS-0000784,C00887,sme,FX Spot,EUR/NOK,sell,156450.0,11.25036,2020-04-02,email,2020-04-02 09:13:00,2020-04-02 09:31:10,2020-04-02 09:47:21,2020-04-02 10:02:41,2020-04-02 10:17:39,2020-04-02 10:27:11,2020-04-02 11:16:27,settled,True,7,0,none,none,360,False
FXS-0000785,C00919,large_corporate,FX Spot,EUR/TRY,sell,432000.0,6.6476,2020-01-02,phone,2020-01-02 12:46:00,2020-01-02 12:52:45,2020-01-02 12:59:02,2020-01-02 13:05:26,2020-01-02 13:16:00,2020-01-02 13:21:24,2020-01-02 14:27:56,settled,False,1,0,none,none,180,False
FXS-0000786,C00124,financial_institution,FX Spot,EUR/PLN,sell,1104600.0,4.2475,2017-10-13,email,2017-10-13 13:52:00,2017-10-13 13:55:21,2017-10-13 14:10:14,2017-10-13 14:15:42,2017-10-13 14:44:26,2017-10-13 15:07:50,2017-10-13 15:53:52,settled,False,2,1,incomplete_ssi,none,150,False
FXS-0000787,C00872,sme,FX Spot,EUR/JPY,sell,124950.0,132.95,2009-05-07,messenger,2009-05-07 08:19:00,2009-05-07 08:28:14,2009-05-07 08:46:16,2009-05-07 08:48:33,2009-05-07 08:57:48,2009-05-07 09:18:16,2009-05-07 09:31:58,settled,False,1,0,none,none,360,False
FXS-0000788,C00173,financial_institution,FX Spot,EUR/USD,buy,1638000.0,1.13146,2019-06-10,phone,2019-06-10 14:51:00,2019-06-10 15:02:40,2019-06-10 15:10:09,2019-06-10 15:22:14,2019-06-10 15:33:53,2019-06-10 15:53:18,2019-06-10 16:58:14,settled,False,1,0,none,none,150,False
FXS-0000789,C00658,financial_institution,FX Spot,EUR/USD,sell,2112600.0,1.042155,2024-12-27,phone,2024-12-27 13:26:00,2024-12-27 13:31:58,2024-12-27 13:59:43,2024-12-27 14:09:38,2024-12-27 14:24:09,2024-12-27 14:26:45,2024-12-27 14:41:33,settled,True,4,0,none,none,150,False
FXS-0000790,C00301,mid_corporate,FX Spot,EUR/SGD,sell,188000.0,1.485398,2026-05-22,e_fx_portal,2026-05-22 08:07:00,2026-05-22 08:14:37,2026-05-22 08:27:50,2026-05-22 10:23:08,2026-05-22 10:27:58,2026-05-22 11:06:12,2026-05-22 11:24:48,settled,False,2,0,limit_delay,none,240,False
FXS-0000791,C00738,financial_institution,FX Spot,EUR/CAD,sell,1121400.0,1.42803,2016-11-22,e_fx_portal,2016-11-22 08:57:00,2016-11-22 08:59:03,2016-11-22 09:01:53,2016-11-22 09:11:06,2016-11-22 09:20:37,2016-11-22 09:40:34,2016-11-22 09:55:17,settled,False,0,0,none,none,150,False
FXS-0000792,C00143,mid_corporate,FX Spot,EUR/TRY,sell,102000.0,47.369066,2025-08-08,messenger,2025-08-08 12:32:00,2025-08-08 12:42:56,2025-08-08 12:54:55,2025-08-08 13:02:59,2025-08-08 13:13:35,2025-08-08 13:20:42,2025-08-08 13:39:58,settled,False,2,0,none,none,240,False
FXS-0000793,C00312,large_corporate,FX Spot,EUR/ZAR,buy,225000.0,13.3741,2015-07-17,messenger,2015-07-17 15:13:00,2015-07-17 15:22:34,2015-07-17 15:30:04,2015-07-17 15:42:00,2015-07-17 17:15:49,2015-07-17 17:36:06,2015-07-17 18:18:49,settled,True,6,1,manual_reentry_error,none,180,True
FXS-0000794,C00530,large_corporate,FX Spot,EUR/NOK,buy,375000.0,9.5633,2017-06-07,email,2017-06-07 16:15:00,2017-06-07 16:30:33,2017-06-07 16:43:34,2017-06-07 16:58:49,2017-06-07 17:37:05,2017-06-07 17:51:48,2017-06-07 18:53:59,settled,True,8,1,manual_reentry_error,none,180,False
FXS-0000795,C00041,financial_institution,FX Spot,EUR/AUD,sell,1520400.0,1.769763,2025-11-05,phone,2025-11-05 12:18:00,2025-11-05 12:31:24,2025-11-05 12:50:26,2025-11-05 12:55:43,2025-11-05 13:39:03,2025-11-05 13:58:47,2025-11-05 14:22:08,settled,True,6,1,none,none,150,False
FXS-0000796,C00612,mid_corporate,FX Spot,EUR/NZD,sell,512000.0,2.037404,2026-01-02,e_fx_portal,2026-01-02 10:57:00,2026-01-02 11:02:41,2026-01-02 11:07:08,2026-01-02 11:09:59,2026-01-02 11:13:05,2026-01-02 11:21:47,2026-01-02 12:15:50,settled,False,1,0,none,none,240,False
FXS-0000797,C00944,mid_corporate,FX Spot,EUR/NOK,buy,1246000.0,11.909861,2025-08-12,email,2025-08-12 17:40:00,2025-08-12 17:46:50,2025-08-12 18:01:30,2025-08-12 18:07:21,2025-08-12 18:13:23,2025-08-12 18:26:15,2025-08-12 19:32:06,settled,False,0,0,none,none,240,False
FXS-0000798,C00876,sme,FX Spot,EUR/MXN,sell,411600.0,21.881677,2025-05-26,e_fx_portal,2025-05-26 12:35:00,2025-05-26 12:44:48,2025-05-26 13:15:02,2025-05-26 13:40:52,2025-05-26 13:49:14,2025-05-26 14:12:51,2025-05-26 14:29:55,settled,False,2,0,none,none,360,False
FXS-0000799,C00421,mid_corporate,FX Spot,EUR/NZD,buy,1495000.0,2.341,2009-04-22,email,2009-04-22 11:09:00,2009-04-22 11:20:08,2009-04-22 11:31:11,2009-04-22 11:38:28,2009-04-22 12:58:54,2009-04-22 13:37:50,2009-04-22 13:53:17,settled,True,7,1,incomplete_ssi,none,240,False
FXS-0000800,C00909,mid_corporate,FX Spot,EUR/ZAR,buy,514000.0,18.0772,2021-12-10,messenger,2021-12-10 12:25:00,2021-12-10 12:35:38,2021-12-10 12:41:25,2021-12-10 12:46:52,2021-12-10 12:48:49,2021-12-10 12:58:38,2021-12-10 14:12:19,settled,False,0,0,none,none,240,False
FXS-0000801,C00496,mid_corporate,FX Spot,EUR/NZD,sell,1550000.0,1.94636,2025-08-01,e_fx_portal,2025-08-01 08:07:00,2025-08-01 08:21:15,2025-08-01 08:37:19,2025-08-01 08:45:54,2025-08-01 09:01:08,2025-08-01 09:02:32,2025-08-01 09:21:15,settled,False,0,0,none,none,240,False
FXS-0000802,C00037,mid_corporate,FX Spot,EUR/CHF,sell,62000.0,1.0376,2022-02-01,phone,2022-02-01 11:01:00,2022-02-01 11:09:13,2022-02-01 11:11:55,2022-02-01 11:26:29,2022-02-01 12:00:42,2022-02-01 12:08:22,2022-02-01 13:05:32,settled,True,6,1,manual_reentry_error,none,240,False
FXS-0000803,C00264,financial_institution,FX Spot,EUR/GBP,sell,6136200.0,0.6888,2006-01-23,phone,2006-01-23 13:09:00,2006-01-23 13:14:02,2006-01-23 13:18:50,2006-01-23 13:23:01,2006-01-23 13:30:15,2006-01-23 13:39:47,2006-01-23 13:47:20,settled,False,1,0,none,none,150,False
